"PIN","sex","age","dq_ethnicity_1","dq_ethnicity_2","dq_ethnicity_3","dq_ethnicity_4","dq_ethnicity_5","dq_ethnicity_6","dq_religion1","dq_religion2","dq_religion3","dq_religion4","dq_religion5","dq_religion6","dq_religion7","dq_religion8","dq_religion9","dq_religion10","dq_religion11","dq_religion12","dq_politics1","dq_politics2","dq_politics3","dq_politics4","dq_politics5","dq_politics6","dq_politics7","dq_age18","dq_age19","dq_age20","dq_age21","dq_age22","dq_age23_25","dq_age26","self_race1","self_race2","self_race3","self_race4","self_race5","self_race6","self_race7","self_religion","self_politics","ideal_affectionate","ideal_ambition","ideal_artistic","ideal_disposition","ideal_family","ideal_health","ideal_humor","ideal_intelligent","ideal_kind","ideal_parenting","ideal_physatt","ideal_religious","ideal_resources","ideal_sexy","ideal_status","self_affectionate_comp","self_ambition_comp","self_artistic_comp","self_disposition_comp","self_family_comp","self_health_comp","self_humor_comp","self_intelligent_comp","self_kind_comp","self_parenting_comp","self_physatt_comp","self_religious_comp","self_resources_comp","self_sexy_comp","self_status_comp"
83,1,26,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,6,6,7,6,8,8,7,7,8,8,8,7,8,8,7,8,9,9,9,8,10,10,8,10,9,8,9,9,9,9,9
28,1,26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,7,6,3,7,7,3,4,6,3,5,3,3,5,4,6,4,5,5,4,4,4,4,5,7,4,4,5,5,4,6,3
63,1,22,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,7,7,7,5,7,7,7,7,8,8,6,7,5,7,8,6,6,5,4,4,4,4,6,3,6,5,5,1,5,7,3
162,1,21,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,8,6,6,3,7,6,6,7,6,6,9,8,7,6,6,6,8,8,7,8,7,8,7,7,4,8,7,9,6,9
180,1,23,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,4,6,6,4,7,5,5,5,5,7,6,5,4,7,6,7,5,6,5,6,4,6,7,7,6,6,8,5,7,7,6
167,1,24,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,7,9,8,6,8,8,8,6,8,10,10,6,7,7,7,8,10,8,10,10,6,7,9,7,9,10,9,8,8,10,8
214,1,19,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,5,4,9,8,8,9,7,7,10,9,9,10,8,6,7,7,7,9,9,6,10,7,8,10,7,9,10,8,6,8,10,8
190,1,24,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,5,6,7,4,8,4,6,6,8,8,8,6,0,6,7,4,8,7,4,8,5,6,6,8,8,9,6,0,7,7,6
41,1,23,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,13,4,7,6,7,6,5,6,7,7,4,8,4,2,6,3,4,8,5,6,6,5,7,6,5,5,7,6,2,6,7,5
59,1,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,3,5,5,6,3,4,6,6,5,4,7,5,5,6,4,6,8,8,7,6,5,7,8,7,6,7,5,7,6,6
187,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,6,8,6,4,6,7,8,9,7,6,9,5,7,7,6,5,5,5,3,7,5,6,7,6,5,6,5,5,5,6
112,1,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,9,9,6,6,10,6,7,7,8,7,8,7,9,7,9,9,7,5,8,7,8,9,7,9,7,5,8,7,8,8
